,index,Active,Agency,Bill_ID,LongDescription,ShortDescription,ID
1713,1403,True,Senate,2752,Concerning issuance of search warrants by district and municipal court judges.,Search warrants/muni. courts,1714
1714,1404,True,Senate,2759,Establishing the Washington state women's commission.,Women's commission,1715
1715,1405,True,Senate,2777,Improving and updating administrative provisions related to the board of tax appeals.,Board of tax appeals admin.,1716
1716,1406,False,Senate,2779,Improving access to mental health services for children and youth.,Children mental health serv.,1717
1717,1408,True,Senate,2779,Improving access to mental health services for children and youth.,Children mental health serv.,1718
1718,1409,True,Senate,2785,Providing the list of foster parent rights and responsibilities to prospective and current foster parents.,Foster parent rights & resp.,1719
1719,1410,False,Senate,2786,Concerning membership in the law enforcement officers' and firefighters' retirement system plan 2 for firefighters employed by the department of corrections or the department of social and health services and serving at a prison or civil commitment center located on an island.,"LEOFF/DOC, DSHS firefighters",1720
1720,1411,True,Senate,2786,Concerning membership in the law enforcement officers' and firefighters' retirement system plan 2 for firefighters employed by the department of corrections or the department of social and health services and serving at a prison or civil commitment center located on an island.,"LEOFF/DOC, DSHS firefighters",1721
1721,1412,True,Senate,2808,Concerning vehicle dealer licensing.,Vehicle dealer licensing,1722
1722,1413,True,Senate,2816,"Transferring the working connections and seasonal child care programs to the department of children, youth, and families.",Program transfers to DCYF,1723
1723,1414,False,Senate,2822,Concerning service animals.,Service animal misrepresent.,1724
1724,1415,True,Senate,2822,Concerning service animals.,Service animal misrepresent.,1725
1725,1416,False,Senate,2824,"Exchanging and aligning specific powers, duties, and functions of the superintendent of public instruction and the state board of education.",OSPI & board of education,1726
1726,1417,True,Senate,2824,"Exchanging and aligning specific powers, duties, and functions of the superintendent of public instruction and the state board of education.",OSPI & board of education,1727
1727,1418,True,Senate,2851,Clarifying the calculation of military leave for officers and employees that work shifts spanning more than one calendar day.,Military leave calculation,1728
1728,1419,True,Senate,2858,Allowing excess local infrastructure financing revenues to be carried forward.,Excess local infra. revenues,1729
1729,1420,True,Senate,2861,Expanding the provision of trauma-informed child care.,Trauma-informed child care,1730
1730,1421,False,Senate,2887,Addressing county commissioner elections.,County commissioner election,1731
1731,1422,True,Senate,2887,Addressing county commissioner elections.,County commissioner election,1732
1732,1423,True,Senate,2892,Establishing the mental health field response teams program.,Mental health field response,1733
1733,1424,False,Senate,2938,Concerning campaign finance law enforcement and reporting.,Campaign finance enforcement,1734
1734,1425,True,Senate,2938,Concerning campaign finance law enforcement and reporting.,Campaign finance enforcement,1735
1735,1426,True,Senate,2948,Concerning the responsibilities for state routes in cities or towns.,State routes in cities,1736
1736,1427,False,Senate,2951,Ordering a study to determine how to increase reporting and investigation of missing Native American women.,Missing Native Amer. women,1737
1737,1428,True,Senate,2951,Ordering a study to determine how to increase reporting and investigation of missing Native American women.,Missing Native Amer. women,1738
1738,1429,True,Senate,2957,Reducing escape of nonnative finfish from marine finfish aquaculture facilities.,Nonnative finfish escape,1739
1739,1430,False,Senate,2957,Reducing escape of nonnative finfish from marine finfish aquaculture facilities.,Nonnative finfish escape,1740
1740,1431,False,Senate,2970,Establishing an autonomous vehicle work group.,Autonomous vehicle work grp,1741
1741,1432,True,Senate,2970,Establishing an autonomous vehicle work group.,Autonomous vehicle work grp,1742
1742,1433,False,Senate,2990,Concerning the Tacoma Narrows bridge debt service payment plan.,Narrows bridge debt service,1743
1743,1434,True,Senate,2990,Concerning the Tacoma Narrows bridge debt service payment plan.,Narrows bridge debt service,1744
1744,1435,False,Senate,2998,Providing a business and occupation tax exemption for accountable communities of health.,Accountable communities,1745
1745,1436,True,Senate,2998,Providing a business and occupation tax exemption for accountable communities of health.,Accountable communities,1746
1746,1437,False,Senate,3002,Relating to making expenditures from the budget stabilization account for declared catastrophic events.,Budget stabilization account,1747
1747,1438,True,Senate,3002,Relating to making expenditures from the budget stabilization account for declared catastrophic events.,Budget stabilization account,1748
1748,1439,False,Senate,3003,Relating to law enforcement.,Law enforcement T.O.,1749
1749,1440,True,Senate,3003,Relating to law enforcement.,Law enforcement T.O.,1750
1750,1463,True,Senate,5074,Aligning eligibility for the college bound scholarship program with the state need grant program.,College bound scholarship,1751
1751,1473,True,Senate,5108,Concerning contributions from political committees to other political committees.,Political committees,1752
1752,1510,True,Senate,5251,Concerning tourism marketing.,Tourism marketing,1753
1753,1520,True,Senate,5307,Creating alternatives to total confinement for certain qualifying offenders with minor children.,Total confinement altern.,1754
1754,1522,True,Senate,5310,Addressing retired teachers working as coaches.,Retired teachers/coaches,1755
1755,1540,True,Senate,5397,Requiring disclosure by entities that compensate for petition signatures.,Petition disclosure,1756
1756,1546,True,Senate,5407,Concerning the preservation of housing options for tenants.,Housing/source of income,1757
1757,1568,True,Senate,5493,Establishing the prevailing rate of wage based on collective bargaining agreements or other methods if collective bargaining agreements are not available.,Prevailing rate of wage,1758
1758,1572,True,Senate,5513,Increasing tax exemption transparency and accountability.,Tax exemptions,1759
1759,1581,True,Senate,5553,Preventing suicide by permitting the voluntary waiver of firearm rights.,Suicide/firearm right waiver,1760
1760,1587,True,Senate,5576,Addressing compliance with apprenticeship utilization requirements.,Apprenticeship utilization,1761
1761,1592,True,Senate,5596,Phasing out use of the valid court order exception to place youth in detention for noncriminal behavior.,Youth detention/noncriminal,1762
1762,1603,True,Senate,5627,Concerning the sale of manufactured/mobile home communities.,Mobile home communities,1763
1763,1621,True,Senate,5683,Concerning health care for Pacific Islanders residing in Washington under a compact of free association.,Pacific Islander health care,1764
1764,1623,True,Senate,5700,Requiring training for long-term care providers on the needs of the LGBTQ population.,Long-term care/LGBTQ needs,1765
1765,1633,True,Senate,5746,Concerning the association of Washington generals.,Association of WA generals,1766
1766,1637,True,Senate,5766,"Preventing harassment, intimidation, and bullying in public schools.","Bullying, etc., in schools",1767
1767,1655,True,Senate,5886,Relating to natural resources.,Natural resources T.O.,1768
1768,1665,True,Senate,5928,"Making financial services available to marijuana producers, processors, retailers, qualifying patients, health care professionals, and designated providers as authorized under chapters 69.50 and 69.51A RCW.",Marijuana/financial services,1769
1769,1669,True,Senate,5935,"Enhancing consumer access, affordability, and quality of broadband and advanced telecommunications services.",Broadband & telecomm service,1770
1770,1671,True,Senate,5944,Concerning negligent entrustment by rental car agencies.,Rental car negl. entrustment,1771
1771,1674,True,Senate,5955,Concerning the collection of a motor vehicle excise tax approved by voters of a regional transit authority in 2016.,MVET collection,1772
1772,1677,True,Senate,5970,Establishing the crisis intervention response team pilot project.,Crisis intervention pilot,1773
1773,1680,True,Senate,5989,Concerning small claims court.,Small claims court,1774
1774,1682,True,Senate,5990,Enacting the uniform emergency volunteer health practitioners act.,Volnteer health practitioner,1775
1775,1684,True,Senate,5991,Increasing transparency of contributions by creating the Washington state DISCLOSE act of 2018.,Campaign finance disclosures,1776
1776,1687,True,Senate,5996,Encouraging the disclosure and discussion of sexual harassment and sexual assault in the workplace.,Workplace sex harass./NDAs,1777
1777,1689,True,Senate,5998,Concerning health care provider and health care facility whistleblower protections.,Health care whistleblowers,1778
1778,1691,True,Senate,6002,Enacting the Washington voting rights act of 2018.,Voting rights act,1779
1779,1695,True,Senate,6009,Authorizing the issuance of personalized collector vehicle license plates.,Vanity collector plates,1780
1780,1697,True,Senate,6011,Concerning governmental continuity during emergency periods.,Governmental continuity,1781
1781,1699,True,Senate,6012,Allowing the federal veteran identification card to be used to obtain a veteran designation on a driver's license.,Veteran identification card,1782
1782,1701,True,Senate,6013,Concerning behavioral rehabilitation services.,Behavioral rehabilitation,1783
1783,1704,True,Senate,6015,Concerning actions for wrongful injury or death.,Wrongful injury or death,1784
1784,1708,True,Senate,6021,Extending the period for voter registration.,Voter registration period,1785
1785,1713,True,Senate,6029,Establishing a student loan bill of rights.,Student loan bill of rights,1786
1786,1716,True,Senate,6032,Making supplemental operating appropriations.,Supp. operating budget,1787
1787,1718,True,Senate,6034,"Authorizing limited retail telecommunications services for public utility districts that provide only sewer, water, and telecommunications on the effective date of this act.",PUD retail telecom. service,1788
1788,1720,True,Senate,6037,Concerning the uniform parentage act.,Uniform parentage act,1789
1789,1722,True,Senate,6038,Concerning limited cooperative associations.,Limited cooperative assocs.,1790
1790,1726,True,Senate,6051,Concerning the medicaid fraud control unit.,Medicaid fraud control unit,1791
1791,1730,True,Senate,6055,Creating a pilot program for outdoor burning for cities or towns located partially inside a quarantine area for apple maggot.,Apple maggot/outdoor burning,1792
1792,1734,False,Senate,6065,Adopting policy and procedures on student interviews and interrogations.,Student interrogations,1793
1793,1735,True,Senate,6065,Adopting policy and procedures on student interviews and interrogations.,Student interrogations,1794
1794,1736,False,Senate,6066,Exempting tow truck operators using the telephone call functionality of a wireless communications device from traffic infractions.,Tow trucks/cell phone use,1795
1795,1737,True,Senate,6066,Exempting tow truck operators using the telephone call functionality of a wireless communications device from traffic infractions.,Tow trucks/cell phone use,1796
1796,1738,False,Senate,6068,Concerning the applicability of nondisclosure agreements in civil actions for sexual harassment or assault.,Sexual harassment NDAs,1797
1797,1739,True,Senate,6068,Concerning the applicability of nondisclosure agreements in civil actions for sexual harassment or assault.,Sexual harassment NDAs,1798
1798,1740,True,Senate,6070,Establishing permissible methods of parking a motorcycle.,Motorcycle parking methods,1799
1799,1741,False,Senate,6072,Clarifying the authority and procedures for unit priced contracting by public port districts.,Port districts/unit price,1800
1800,1742,True,Senate,6072,Clarifying the authority and procedures for unit priced contracting by public port districts.,Port districts/unit price,1801
1801,1743,True,Senate,6073,Adjusting assessments levied on hardwood processors.,Hardwood processors levy,1802
1802,1744,True,Senate,6079,Exempting public employee dates of birth from public disclosure requirements.,Public employee birth dates,1803
1803,1745,False,Senate,6081,Concerning distributed generation.,Distributed generation,1804
1804,1746,True,Senate,6081,Concerning distributed generation.,Distributed generation,1805
1805,1747,False,Senate,6084,Requiring maintenance of minimum essential health care coverage.,Essential health coverage,1806
1806,1748,True,Senate,6084,Requiring maintenance of minimum essential health care coverage.,Essential health coverage,1807
1807,1749,True,Senate,6085,Addressing the linked deposit program.,Linked deposit program,1808
1808,1750,False,Senate,6086,Protecting the state's marine waters from the release of nonnative finfish from marine finfish aquaculture sites.,Nonnative finfish release,1809
1809,1752,True,Senate,6086,Protecting the state's marine waters from the release of nonnative finfish from marine finfish aquaculture sites.,Nonnative finfish release,1810
1810,1753,True,Senate,6087,Modifying the Washington advanced college tuition payment and college savings programs.,College savings programs,1811
1811,1754,True,Senate,6088,Concerning employee recognition awards.,Employee recognition awards,1812
1812,1755,False,Senate,6090,Concerning the capital budget.,Capital budget 2017-2019,1813
1813,1756,True,Senate,6090,Concerning the capital budget.,Capital budget 2017-2019,1814
1814,1757,False,Senate,6091,Ensuring that water is available to support development.,Water availability,1815
1815,1758,True,Senate,6091,Ensuring that water is available to support development.,Water availability,1816
1816,1759,True,Senate,6093,Adding the Washington State University college of medicine to the family medicine residency network.,Family med. res. network/WSU,1817
1817,1760,False,Senate,6095,Concerning the capital budget.,Capital budget 2017-2019,1818
1818,1761,True,Senate,6095,Concerning the capital budget.,Capital budget 2017-2019,1819
1819,1762,False,Senate,6102,Enacting the employee reproductive choice act.,Employee reproductive health,1820
1820,1763,True,Senate,6102,Enacting the employee reproductive choice act.,Employee reproductive health,1821
1821,1764,False,Senate,6106,Making supplemental transportation appropriations for the 2017-2019 fiscal biennium.,Transportation budget supp.,1822
1822,1765,True,Senate,6106,Making supplemental transportation appropriations for the 2017-2019 fiscal biennium.,Transportation budget supp.,1823
1823,1766,False,Senate,6107,Reducing the electric motorcycle registration renewal fee.,Electric motorcycle fees,1824
1824,1767,True,Senate,6107,Reducing the electric motorcycle registration renewal fee.,Electric motorcycle fees,1825
1825,1768,False,Senate,6109,Concerning the International Wildland Urban Interface Code.,Wildland Urban Interface,1826
1826,1769,True,Senate,6109,Concerning the International Wildland Urban Interface Code.,Wildland Urban Interface,1827
1827,1770,True,Senate,6113,Concerning priority processing for adult family home license applications.,Adult family homes/priority,1828
1828,1771,True,Senate,6115,Concerning residential custody services for tribal youth.,Tribal youth/reside. custody,1829
1829,1772,False,Senate,6124,Clarifying that court hearings under the involuntary commitment act may be conducted by video.,Commitment hearings by video,1830
1830,1773,True,Senate,6124,Clarifying that court hearings under the involuntary commitment act may be conducted by video.,Commitment hearings by video,1831
1831,1774,True,Senate,6125,Extending the expiration date of the department of ecology's authority to enter into voluntary regional agreements.,Ecology/regional agreements,1832
1832,1775,False,Senate,6126,Requiring completion of an apprenticeship program to receive a journey level electrician certificate of competency.,Electrician apprenticeship,1833
1833,1776,True,Senate,6126,Requiring completion of an apprenticeship program to receive a journey level electrician certificate of competency.,Electrician apprenticeship,1834
1834,1777,False,Senate,6127,Improving the management of the state's halibut fishery.,Halibut fishery,1835
1835,1778,True,Senate,6127,Improving the management of the state's halibut fishery.,Halibut fishery,1836
1836,1779,False,Senate,6132,Modifying provisions on second grade reading assessments.,2nd grd reading assessments,1837
1837,1780,True,Senate,6132,Modifying provisions on second grade reading assessments.,2nd grd reading assessments,1838
1838,1781,False,Senate,6133,Expanding statewide career and technical education course equivalency options.,CTE course equivalency opts,1839
1839,1782,True,Senate,6133,Expanding statewide career and technical education course equivalency options.,CTE course equivalency opts,1840
1840,1783,True,Senate,6134,Modifying definitions for alternative learning experience courses.,Alternative learning courses,1841
1841,1784,False,Senate,6135,Updating application requirements for the academic acceleration incentive program.,Academic acceleration prg.,1842
1842,1785,True,Senate,6135,Updating application requirements for the academic acceleration incentive program.,Academic acceleration prg.,1843
1843,1786,True,Senate,6136,Removing concurrent enrollment requirement of algebra II for AP computer science courses to be counted as equivalent to high school mathematics.,AP computer science as math,1844
1844,1787,False,Senate,6137,Clarifying the relationship between manufacturers and new motor vehicle dealers by providing tools to resolve disparities including expanding compensation for recalled vehicles.,Vehicle manuf. & dealers,1845
1845,1788,True,Senate,6137,Clarifying the relationship between manufacturers and new motor vehicle dealers by providing tools to resolve disparities including expanding compensation for recalled vehicles.,Vehicle manuf. & dealers,1846
1846,1789,True,Senate,6140,Promoting the efficient and effective management of state-managed lands.,State land management,1847
1847,1790,False,Senate,6141,"Strengthening school district plans for recognition, screening, and response to emotional or behavioral distress in students.",Student distress response,1848
1848,1791,True,Senate,6141,"Strengthening school district plans for recognition, screening, and response to emotional or behavioral distress in students.",Student distress response,1849
1849,1792,False,Senate,6142,Revising the authority of commissioners of courts of limited jurisdiction.,Limited jdx. court comm'rs,1850
1850,1793,True,Senate,6142,Revising the authority of commissioners of courts of limited jurisdiction.,Limited jdx. court comm'rs,1851
1851,1794,False,Senate,6143,Concerning unit priced contracting by cities.,Unit priced contracts/cities,1852
1852,1795,True,Senate,6143,Concerning unit priced contracting by cities.,Unit priced contracts/cities,1853
1853,1796,True,Senate,6145,Addressing civil service qualifications.,Civil service qualifications,1854
1854,1797,False,Senate,6147,Concerning prescription drug insurance continuity of care.,Continuity of care/Rx insur.,1855
1855,1798,True,Senate,6147,Concerning prescription drug insurance continuity of care.,Continuity of care/Rx insur.,1856
1856,1799,False,Senate,6152,Concerning the authority of counties to vacate a county road that abuts on a body of water if the county road is hazardous or creates a significant risk to public safety.,Road vacation/body of water,1857
1857,1800,True,Senate,6152,Concerning the authority of counties to vacate a county road that abuts on a body of water if the county road is hazardous or creates a significant risk to public safety.,Road vacation/body of water,1858
1858,1801,False,Senate,6155,Concerning bone marrow donation information provided to driver's license and identicard applicants.,Bone marrow donation info.,1859
1859,1802,True,Senate,6155,Concerning bone marrow donation information provided to driver's license and identicard applicants.,Bone marrow donation info.,1860
1860,1803,False,Senate,6157,Regarding prior authorization.,Health plan prior auth.,1861
1861,1804,True,Senate,6157,Regarding prior authorization.,Health plan prior auth.,1862
1862,1805,True,Senate,6159,Concerning the reauthorization of the underground storage tank program.,Ugrd storage tank prg reauth,1863
1863,1806,False,Senate,6160,Revising conditions under which a person is subject to exclusive adult jurisdiction and extending juvenile court jurisdiction over serious cases to age twenty-five.,Exclusive adult jurisdiction,1864
1864,1808,True,Senate,6160,Revising conditions under which a person is subject to exclusive adult jurisdiction and extending juvenile court jurisdiction over serious cases to age twenty-five.,Exclusive adult jurisdiction,1865
1865,1809,False,Senate,6161,Establishing a training course for campaign treasurers.,Campaign treasurers training,1866
1866,1810,True,Senate,6161,Establishing a training course for campaign treasurers.,Campaign treasurers training,1867
1867,1811,False,Senate,6162,Defining dyslexia as a specific learning disability and requiring early screening for dyslexia.,Dyslexia,1868
1868,1813,True,Senate,6162,Defining dyslexia as a specific learning disability and requiring early screening for dyslexia.,Dyslexia,1869
1869,1814,True,Senate,6163,Extending the duration of the collaborative for the advancement of telemedicine.,Telemedicine collaborative,1870
1870,1815,True,Senate,6168,Concerning school composting and recycling.,School compost & recycling,1871
1871,1816,False,Senate,6175,Concerning the Washington uniform common interest ownership act.,Common interest ownership,1872
1872,1817,True,Senate,6175,Concerning the Washington uniform common interest ownership act.,Common interest ownership,1873
1873,1818,True,Senate,6177,Allowing excess local infrastructure financing revenues to be carried forward.,Excess local infra. revenues,1874
1874,1819,True,Senate,6179,Concerning the annual reporting requirements for regulated utility and transportation companies.,UTC reporting requirements,1875
1875,1820,True,Senate,6180,Defining the planting and harvest dates for purposes of exemptions for agricultural transporters.,Planting and harvest dates,1876
1876,1821,True,Senate,6182,Addressing noncollection of taxes by county treasurers.,Noncollection of taxes,1877
1877,1822,False,Senate,6183,Regarding foreclosure and distraint sales of manufactured/mobile or park model homes.,Mobile home foreclosure sale,1878
1878,1823,True,Senate,6183,Regarding foreclosure and distraint sales of manufactured/mobile or park model homes.,Mobile home foreclosure sale,1879
1879,1824,False,Senate,6187,Concerning the electrification of transportation.,Transp. electrification,1880
1880,1825,True,Senate,6187,Concerning the electrification of transportation.,Transp. electrification,1881
1881,1826,True,Senate,6188,Encouraging fairness in disciplinary actions of peace officers.,Peace officer disciplining,1882
1882,1827,True,Senate,6190,Allowing the use of a signature stamp for voting purposes.,"Voting, signature stamp for",1883
1883,1828,False,Senate,6195,Facilitating transportation projects of statewide significance.,Significant transp. projects,1884
1884,1829,True,Senate,6195,Facilitating transportation projects of statewide significance.,Significant transp. projects,1885
1885,1830,True,Senate,6197,Regarding an employer's payment of indebtedness upon the death of an employee.,Employee death/indebtedness,1886
1886,1831,False,Senate,6199,Concerning the individual provider employment administrator program.,Individual provider admin.,1887
1887,1832,True,Senate,6199,Concerning the individual provider employment administrator program.,Individual provider admin.,1888
1888,1833,True,Senate,6201,Making the open educational resources project permanent.,Open ed. resources project,1889
1889,1834,True,Senate,6205,Requiring property sold in tax lien foreclosure proceedings to be sold as is.,Tax foreclosure/as-is sale,1890
1890,1835,True,Senate,6207,"Clarifying the authority of port districts to offer programs relating to air quality improvement equipment and fuel programs that provide emission reductions for engines, vehicles, and vessels.",Port districts/air quality,1891
1891,1836,True,Senate,6210,Addressing the terms under which tribal schools may participate in the state retirement systems as part of a state-tribal education compact.,Tribal schools/retirement,1892
1892,1837,True,Senate,6211,Concerning the federal lands revolving account. (REVISED FOR PASSED LEGISLATURE: Concerning the fish and wildlife federal lands revolving account and the natural resources federal lands revolving account. ),Federal land revolving accts,1893
1893,1838,True,Senate,6213,Addressing the presumption of occupational disease for purposes of workers' compensation by adding medical conditions to the presumption and extending the presumption to certain publicly employed firefighters and investigators and law enforcement.,Occup. disease presumptions,1894
1894,1839,False,Senate,6214,Allowing industrial insurance coverage for posttraumatic stress disorders of law enforcement and firefighters.,PTSD/law enf. & firefighters,1895
1895,1840,True,Senate,6214,Allowing industrial insurance coverage for posttraumatic stress disorders of law enforcement and firefighters.,PTSD/law enf. & firefighters,1896
1896,1841,True,Senate,6218,Bringing the state into compliance with the federal FAST act.,FAST act compliance,1897
1897,1842,False,Senate,6219,Concerning health plan coverage of reproductive health care.,Reproductive health coverage,1898
1898,1843,True,Senate,6219,Concerning health plan coverage of reproductive health care.,Reproductive health coverage,1899
1899,1844,False,Senate,6221,Concerning the Washington achieving a better life experience program account.,Better life exp prg account,1900
1900,1845,True,Senate,6221,Concerning the Washington achieving a better life experience program account.,Better life exp prg account,1901
1901,1846,False,Senate,6222,Concerning expansion of extended foster care eligibility.,Ext. foster care eligibility,1902
1902,1847,True,Senate,6222,Concerning expansion of extended foster care eligibility.,Ext. foster care eligibility,1903
1903,1848,False,Senate,6223,Concerning equitable educational outcomes for foster children and youth from preschool to postsecondary education.,Foster children ed. outcomes,1904
1904,1849,True,Senate,6223,Concerning equitable educational outcomes for foster children and youth from preschool to postsecondary education.,Foster children ed. outcomes,1905
1905,1850,False,Senate,6226,Improving health outcomes for injured workers by facilitating better access to medical records and telemedicine.,Injur worker health outcomes,1906
1906,1851,True,Senate,6226,Improving health outcomes for injured workers by facilitating better access to medical records and telemedicine.,Injur worker health outcomes,1907
1907,1852,True,Senate,6229,Requiring employers to provide exclusive bargaining representatives reasonable access to new employees for the purposes of presenting information about their exclusive bargaining representative.,Bargaining rep. access,1908
1908,1853,True,Senate,6230,Concerning the collective bargaining rights of the professional personnel of port districts.,Port district prof personnel,1909
1909,1854,True,Senate,6231,Concerning the statute of limitations for unfair labor practice complaints filed in superior court.,Unfair labor practices SOL,1910
1910,1855,False,Senate,6236,Establishing the Washington state economic growth commission.,Economic growth commission,1911
1911,1857,True,Senate,6236,Establishing the Washington state economic growth commission.,Economic growth commission,1912
1912,1858,True,Senate,6240,Regarding miniature hobby boilers.,Miniature hobby boilers,1913
1913,1859,False,Senate,6241,"Concerning the January 1, 2020, implementation of the school employees' benefits board program.",School employees' benefits,1914
1914,1860,True,Senate,6241,"Concerning the January 1, 2020, implementation of the school employees' benefits board program.",School employees' benefits,1915
1915,1861,False,Senate,6245,Concerning spoken language interpreter services.,Spoken language interpreters,1916
1916,1863,True,Senate,6245,Concerning spoken language interpreter services.,Spoken language interpreters,1917
1917,1864,True,Senate,6248,Granting of high school diplomas by community or technical colleges.,High school diplomas by CTC,1918
1918,1865,False,Senate,6251,Concerning property tax exemptions for service-connected disabled veterans and senior citizens.,"Sr's, disab. vets/prop tx ex",1919
1919,1866,True,Senate,6251,Concerning property tax exemptions for service-connected disabled veterans and senior citizens.,"Sr's, disab. vets/prop tx ex",1920
1920,1867,True,Senate,6252,Extending the validity of temporary elevator licenses.,Temporary elevator licenses,1921
1921,1868,False,Senate,6257,Providing early intervention services for eligible children.,Early intervention services,1922
1922,1869,True,Senate,6257,Providing early intervention services for eligible children.,Early intervention services,1923
1923,1870,True,Senate,6264,Regulating contracts by institutions of higher education with private entities.,Higher ed. contracts/ESD,1924
1924,1871,False,Senate,6268,Creating the orca protection act.,Orca protection,1925
1925,1873,True,Senate,6268,Creating the orca protection act.,Orca protection,1926
1926,1874,False,Senate,6269,Strengthening oil transportation safety.,Oil transportation safety,1927
1927,1876,True,Senate,6269,Strengthening oil transportation safety.,Oil transportation safety,1928
1928,1877,False,Senate,6273,Concerning state charity care law.,Charity care,1929
1929,1878,True,Senate,6273,Concerning state charity care law.,Charity care,1930
1930,1879,False,Senate,6274,Helping foster and homeless youth complete apprenticeships.,"Apprenticeships/foster, etc.",1931
1931,1881,True,Senate,6274,Helping foster and homeless youth complete apprenticeships.,"Apprenticeships/foster, etc.",1932
1932,1882,False,Senate,6277,Creating a graduated reentry program of partial confinement for certain offenders.,Graduated reentry program,1933
1933,1883,True,Senate,6277,Creating a graduated reentry program of partial confinement for certain offenders.,Graduated reentry program,1934
1934,1884,True,Senate,6278,Concerning the use of seed certification fees.,Seed certification fee use,1935
1935,1885,False,Senate,6283,Repealing an expiration date that affects state fire service mobilization.,Fire service mobilization,1936
1936,1886,True,Senate,6283,Repealing an expiration date that affects state fire service mobilization.,Fire service mobilization,1937
1937,1887,True,Senate,6287,"Making technical changes regarding the department of children, youth, and families.",DCYF technical changes,1938
1938,1888,True,Senate,6292,Concerning electronic monitoring of domestic violence perpetrators.,DV electronic monitoring,1939
1939,1889,False,Senate,6294,Exempting impact fees for low-income housing development.,Low-income dev. impact fees,1940
1940,1890,True,Senate,6294,Exempting impact fees for low-income housing development.,Low-income dev. impact fees,1941
1941,1891,True,Senate,6298,Adding domestic violence harassment to the list of offenses for which a person is prohibited from possessing a firearm.,DV harassment/firearms,1942
1942,1892,False,Senate,6309,Extending the timeline for completing a family assessment response.,Family assessment response,1943
1943,1893,True,Senate,6309,Extending the timeline for completing a family assessment response.,Family assessment response,1944
1944,1894,True,Senate,6311,"Concerning lost or destroyed state warrants, bonds, and other instruments.",Lost or destroyed warrants,1945
1945,1895,False,Senate,6313,Concerning an employee's right to file a complaint or cause of action for sexual harassment or sexual assault in mandatory employment contracts and agreements.,Sexual harassment complaints,1946
1946,1896,True,Senate,6313,Concerning an employee's right to file a complaint or cause of action for sexual harassment or sexual assault in mandatory employment contracts and agreements.,Sexual harassment complaints,1947
1947,1897,False,Senate,6317,Increasing commercial fishing license fees for nonresidents.,Commercial fishing fees,1948
1948,1898,True,Senate,6317,Increasing commercial fishing license fees for nonresidents.,Commercial fishing fees,1949
1949,1899,False,Senate,6318,"Clarifying existing law by creating a new intrastate food safety and security chapter from existing intrastate food safety laws and moving certain provisions in the intrastate commerce food, drugs, and cosmetics act to the titles of the agencies that administer the provisions.",Intrastate food safety,1950
1950,1900,True,Senate,6318,"Clarifying existing law by creating a new intrastate food safety and security chapter from existing intrastate food safety laws and moving certain provisions in the intrastate commerce food, drugs, and cosmetics act to the titles of the agencies that administer the provisions.",Intrastate food safety,1951
1951,1901,True,Senate,6319,Implementing the federal produce safety rule.,Federal produce safety rule,1952
1952,1902,True,Senate,6321,Specifying that fire protection districts and regional fire protection service authorities are taxing districts for the purpose of distributing public utility revenues.,Public utility revenues/fire,1953
1953,1903,False,Senate,6324,Concerning the destruction of court exhibits by county clerks.,Court exhibit destruction,1954
1954,1904,True,Senate,6324,Concerning the destruction of court exhibits by county clerks.,Court exhibit destruction,1955
1955,1905,False,Senate,6329,Clarifying the authority and procedures for contracting by public port districts.,Port district contracting,1956
1956,1906,True,Senate,6329,Clarifying the authority and procedures for contracting by public port districts.,Port district contracting,1957
1957,1907,False,Senate,6330,Concerning medical certificate requirements for applicants and holders of commercial drivers' licenses and commercial learners' permits.,CDL medical certificates,1958
1958,1908,True,Senate,6330,Concerning medical certificate requirements for applicants and holders of commercial drivers' licenses and commercial learners' permits.,CDL medical certificates,1959
1959,1909,False,Senate,6334,"Concerning implementation of mandatory provisions of the federal rule on flexibility, efficiency, and modernization in child support enforcement programs regarding health care coverage.",Child support/health care,1960
1960,1910,True,Senate,6334,"Concerning implementation of mandatory provisions of the federal rule on flexibility, efficiency, and modernization in child support enforcement programs regarding health care coverage.",Child support/health care,1961
1961,1911,False,Senate,6340,Providing a benefit increase to certain retirees of the public employees' retirement system plan 1 and the teachers' retirement system plan 1.,PERS/TRS 1 benefit increase,1962
1962,1912,True,Senate,6340,Providing a benefit increase to certain retirees of the public employees' retirement system plan 1 and the teachers' retirement system plan 1.,PERS/TRS 1 benefit increase,1963
1963,1913,False,Senate,6343,Establishing the healthy energy workers task force.,Energy workers task force,1964
1964,1914,True,Senate,6343,Establishing the healthy energy workers task force.,Energy workers task force,1965
1965,1915,False,Senate,6346,Allowing the sale of wine by snack bar license holders.,Snack bar license/wine sale,1966
1966,1916,True,Senate,6346,Allowing the sale of wine by snack bar license holders.,Snack bar license/wine sale,1967
1967,1917,False,Senate,6347,Expanding the property tax exemption for new and rehabilitated multiple-unit dwellings in urban centers.,Urban centers/multiple-units,1968
1968,1918,True,Senate,6347,Expanding the property tax exemption for new and rehabilitated multiple-unit dwellings in urban centers.,Urban centers/multiple-units,1969
1969,1919,True,Senate,6351,Authorizing the health care authority to require fingerprint-based background checks and conviction record checks for the nonemergency medical transportation program.,HCA background checks,1970
1970,1920,False,Senate,6353,Concerning procedures in order to automatically register citizens to vote.,Automatic voter registration,1971
1971,1923,True,Senate,6353,Concerning procedures in order to automatically register citizens to vote.,Automatic voter registration,1972
